timestep,node,type
4,10596950,crowd
4,73895512,crowd
4,15298141,crowd
4,191098462,crowd
4,183423583,crowd
4,196945510,crowd
4,179364462,crowd
4,176407152,crowd
4,199012976,crowd
4,186662514,crowd
4,195203706,crowd
4,108678782,crowd
4,199842432,crowd
4,9795205,crowd
4,9246344,crowd
4,413321,crowd
4,226206347,crowd
4,226058893,crowd
4,7964302,crowd
4,198394510,crowd
4,158069392,crowd
4,13379218,crowd
4,136264352,crowd
4,7984807,crowd
4,209843887,crowd
4,224808631,crowd
4,13533889,crowd
4,186137286,crowd
4,216963792,crowd
4,164229842,crowd
4,183381715,crowd
4,60613332,crowd
4,193563349,crowd
4,209378020,crowd
4,6595301,crowd
4,214482662,crowd
4,185874155,crowd
4,228677357,crowd
4,228848370,crowd
4,173228792,crowd
4,30753532,crowd
4,119562002,crowd
4,166085402,crowd
4,13815593,crowd
4,13125423,crowd
4,6841143,crowd
4,196792121,crowd
4,105594682,crowd
4,112175942,crowd
4,106022732,crowd
4,189613918,crowd
4,11114354,crowd
4,224506741,crowd
4,93868922,crowd
4,137821062,crowd
4,233754508,crowd
4,189397906,crowd
4,91021212,crowd
4,74011552,crowd
4,201161632,crowd
4,221735839,crowd
4,226111392,crowd
4,234595237,crowd
4,6042535,crowd
4,4128698,crowd
4,130952122,crowd
4,230694847,crowd
4,232869824,crowd
4,19658701,crowd
4,121615312,crowd
4,224399317,crowd
4,214844397,crowd
4,11901946,crowd
4,111622142,crowd
4,213745765,influencer
4,197928971,crowd
4,11863051,crowd
4,184231948,crowd
4,92069902,crowd
4,183847951,crowd
4,105281552,crowd
4,205708300,crowd
4,209074193,crowd
4,201314326,crowd
4,200526872,crowd
4,221789220,crowd
4,220484652,crowd
4,210934831,crowd
4,35074102,crowd
4,24446012,crowd
4,225240127,crowd
4,10261574,crowd
4,195158087,crowd
4,185909326,crowd
4,201390176,crowd
4,227700839,crowd
4,198396008,crowd
4,211709033,crowd
4,215523433,crowd
4,12896366,crowd
4,210080880,crowd
4,212933746,crowd
4,13985911,crowd
4,205305981,crowd
4,198097027,crowd
4,207006853,crowd
4,194290824,crowd
4,192364686,crowd
4,236261522,crowd
4,19452051,crowd
4,13724820,crowd
4,219048088,crowd
4,221314205,crowd
4,212623518,crowd
4,214769824,crowd
4,214184103,crowd
4,160278702,crowd
4,76402872,crowd
4,187749564,crowd
4,192229571,crowd
4,201336011,crowd
4,216459467,crowd
4,207762638,crowd
4,202656982,crowd
4,219747546,crowd
4,213445859,crowd
4,197731563,crowd
4,230942958,crowd
4,4801776,crowd
4,233679088,crowd
4,201454843,crowd
4,185489661,crowd
4,217228541,crowd
4,195435788,crowd
4,231331086,crowd
4,54215962,crowd
4,215840029,crowd
4,222348578,crowd
4,15519011,crowd
4,6770985,crowd
4,219288875,crowd
4,185565488,crowd
4,205993266,crowd
4,203314488,crowd
4,3914044,crowd
4,222831936,crowd
4,215738689,crowd
4,231313741,crowd
4,217865556,crowd
4,32741722,crowd
4,216750436,crowd
4,206096745,crowd
4,187174255,crowd
4,213405039,crowd
4,195523953,crowd
4,207502711,crowd
4,211053955,crowd
4,3190152,crowd
4,220850569,crowd
4,55696782,crowd
4,227473810,crowd
4,229691807,crowd
4,231316897,crowd
4,217723299,crowd
4,191112612,crowd
4,128294312,crowd
4,182121902,crowd
4,87567792,crowd
4,210754994,crowd
4,224243134,crowd
